component_type,component_id,slack_variable_name,slack_variable_value
branch,55,raf_s,0.00188
branch,81,raf_s,0.00124
branch,94,raf_s,0.0011
branch,407,raf_s,0.00279
branch,140,raf_s,0.00252
branch,293,raf_s,0.00248
branch,282,raf_s,0.00073
branch,279,raf_s,0.00011
branch,264,raf_s,0.00084
branch,136,raf_s,0.00365
branch,400,raf_s,0.00407
branch,100,raf_s,0.0015
branch,51,raf_s,0.00303
branch,58,raf_s,0.00023
branch,250,raf_s,0.00026
branch,260,raf_s,0.00394
branch,93,raf_s,0.00587
branch,339,raf_s,0.00215
branch,142,raf_s,0.00129
branch,204,raf_s,0.00105
branch,388,raf_s,0.00551
branch,154,raf_s,0.00064
branch,49,raf_s,0.00137
branch,9,raf_s,0.00012
branch,325,raf_s,0.00114
branch,139,raf_s,0.00077
branch,256,raf_s,0.00044
branch,69,raf_s,0.00066
branch,300,raf_s,0.00212
branch,72,raf_s,0.00682
branch,78,raf_s,0.00272
branch,245,raf_s,0.00791
branch,363,raf_s,0.00138
branch,239,raf_s,0.00845
branch,222,raf_s,0.00028
branch,221,raf_s,0.00025
branch,167,raf_s,0.00017
branch,257,raf_s,0.00275
branch,408,raf_s,0.00176
branch,285,raf_s,0.00056
branch,259,raf_s,0.0099
branch,119,raf_s,0.00036
branch,310,raf_s,0.00376
branch,338,raf_s,0.00213
branch,340,raf_s,0.00094
branch,237,raf_s,0.52001
branch,60,raf_s,0.00463
branch,344,raf_s,0.00585
branch,314,raf_s,0.0029
branch,124,raf_s,0.0008
branch,57,raf_s,0.00032
branch,220,raf_s,0.0007
branch,46,raf_s,0.00283
branch,342,raf_s,0.0028
branch,104,raf_s,0.00126
branch,120,raf_s,0.0005
branch,160,raf_s,0.00046
branch,383,raf_s,0.00038
branch,192,raf_s,0.88186
branch,74,raf_s,0.00192
branch,389,raf_s,0.00582
branch,91,raf_s,0.0004
branch,353,raf_s,0.00174
branch,63,raf_s,0.00042
branch,240,raf_s,0.00292
branch,150,raf_s,0.00086
branch,42,raf_s,0.02786
branch,157,raf_s,0.00057
branch,54,raf_s,0.0024
branch,187,raf_s,0.00476
branch,102,raf_s,0.00055
branch,318,raf_s,0.00211
branch,263,raf_s,0.00389
branch,217,raf_s,0.02424
branch,361,raf_s,0.00598
branch,303,raf_s,0.00274
branch,364,raf_s,0.00161
branch,170,raf_s,0.00029
branch,68,raf_s,0.00121
branch,206,raf_s,0.0043
branch,209,raf_s,0.00283
branch,404,raf_s,0.00504
branch,169,raf_s,0.00043
branch,252,raf_s,0.02902
branch,146,raf_s,0.00047
branch,348,raf_s,0.00397
branch,247,raf_s,0.00604
branch,193,raf_s,0.00069
branch,376,raf_s,0.00034
branch,8,raf_s,0.00063
branch,171,raf_s,0.00021
branch,182,raf_s,2.12866
branch,108,raf_s,0.00109
branch,215,raf_s,0.02438
branch,202,raf_s,0.00505
branch,343,raf_s,0.00205
branch,277,raf_s,0.00137
branch,328,raf_s,0.00141
branch,234,raf_s,0.00085
branch,306,raf_s,0.0019
branch,244,raf_s,0.00162
branch,203,raf_s,0.00099
branch,183,raf_s,0.00033
branch,274,raf_s,0.00291
branch,249,raf_s,0.02073
branch,304,raf_s,0.02017
branch,159,raf_s,0.00024
branch,320,raf_s,0.00308
branch,132,raf_s,0.01603
branch,385,raf_s,0.00236
branch,131,raf_s,0.00181
branch,178,raf_s,0.39582
branch,336,raf_s,0.00161
branch,243,raf_s,0.00387
branch,287,raf_s,0.00141
branch,270,raf_s,0.00108
branch,308,raf_s,0.01003
branch,278,raf_s,0.00196
branch,360,raf_s,0.00465
branch,155,raf_s,0.00123
branch,409,raf_s,0.00051
branch,248,raf_s,0.00037
branch,207,raf_s,0.00446
branch,175,raf_s,3.09419
branch,382,raf_s,0.0004
branch,236,raf_s,0.28001
branch,153,raf_s,0.00084
branch,227,raf_s,0.00106
branch,106,raf_s,0.00073
branch,266,raf_s,0.03315
branch,52,raf_s,0.00234
branch,255,raf_s,0.00092
branch,246,raf_s,0.00545
branch,163,raf_s,0.0013
branch,281,raf_s,0.00109
branch,172,raf_s,0.0002
branch,346,raf_s,0.00179
branch,73,raf_s,0.00283
branch,50,raf_s,0.00179
branch,410,raf_s,0.00047
branch,299,raf_s,0.00472
branch,85,raf_s,0.00062
branch,307,raf_s,12.46001
branch,110,raf_s,0.00044
branch,280,raf_s,0.00179
branch,41,raf_s,0.00295
branch,324,raf_s,0.00099
branch,166,raf_s,0.00094
branch,99,raf_s,0.00194
branch,164,raf_s,0.00056
branch,44,raf_s,0.01184
branch,211,raf_s,0.00117
branch,351,raf_s,0.00341
branch,312,raf_s,0.01101
branch,377,raf_s,0.00035
branch,190,raf_s,0.0158
branch,137,raf_s,0.00151
branch,196,raf_s,0.0014
branch,387,raf_s,0.00271
branch,214,raf_s,0.00715
branch,233,raf_s,0.01856
branch,355,raf_s,0.00182
branch,226,raf_s,0.00141
branch,366,raf_s,0.00221
branch,105,raf_s,0.00083
branch,65,raf_s,0.00067
branch,309,raf_s,0.00116
branch,39,raf_s,0.01612
branch,315,raf_s,0.00134
branch,365,raf_s,0.00099
branch,199,raf_s,0.0011
branch,375,raf_s,0.00744
branch,77,raf_s,0.00549
branch,371,raf_s,0.00512
branch,268,raf_s,1.90001
branch,148,raf_s,0.00103
branch,179,raf_s,0.07582
branch,262,raf_s,0.00964
branch,295,raf_s,0.0077
branch,319,raf_s,0.00323
branch,235,raf_s,0.00285
branch,180,raf_s,0.00024
branch,238,raf_s,0.00144
branch,225,raf_s,0.00037
branch,401,raf_s,0.00486
branch,61,raf_s,0.00093
branch,145,raf_s,0.00066
branch,147,raf_s,0.00031
branch,40,raf_s,0.01088
branch,107,raf_s,0.001
branch,347,raf_s,0.00414
branch,95,raf_s,0.00031
branch,219,raf_s,0.00099
branch,354,raf_s,0.00174
branch,384,raf_s,0.00666
branch,191,raf_s,0.00154
branch,177,raf_s,0.00275
branch,76,raf_s,0.00137
branch,302,raf_s,0.00173
branch,64,raf_s,0.00243
branch,101,raf_s,0.00195
branch,406,raf_s,0.00579
branch,123,raf_s,0.00061
branch,228,raf_s,0.00091
branch,341,raf_s,0.00156
branch,378,raf_s,0.00228
branch,367,raf_s,0.00453
branch,297,raf_s,0.00168
branch,311,raf_s,0.00218
branch,291,raf_s,0.00018
branch,109,raf_s,0.00076
branch,380,raf_s,0.00085
branch,45,raf_s,0.00414
branch,275,raf_s,0.00197
branch,141,raf_s,0.00252
branch,218,raf_s,0.00034
branch,138,raf_s,0.00022
branch,396,raf_s,0.00289
branch,53,raf_s,0.00539
branch,358,raf_s,0.003
branch,298,raf_s,0.00184
branch,290,raf_s,0.00072
branch,125,raf_s,0.00093
branch,116,raf_s,0.00067
branch,272,raf_s,0.00291
branch,84,raf_s,0.00031
branch,186,raf_s,1.73355
branch,86,raf_s,0.0022
branch,368,raf_s,0.00211
branch,151,raf_s,0.00017
branch,89,raf_s,0.00053
branch,261,raf_s,0.00924
branch,115,raf_s,0.00114
branch,258,raf_s,0.00399
branch,411,raf_s,0.00135
branch,200,raf_s,0.00448
branch,288,raf_s,0.00103
branch,48,raf_s,0.01184
branch,326,raf_s,0.00256
branch,213,raf_s,0.00203
branch,156,raf_s,0.00067
branch,286,raf_s,0.00038
branch,349,raf_s,0.00142
branch,195,raf_s,0.00246
branch,83,raf_s,0.00091
branch,92,raf_s,0.00089
branch,184,raf_s,0.66446
branch,254,raf_s,0.00096
branch,242,raf_s,0.00293
branch,66,raf_s,0.00243
branch,223,raf_s,0.00024
branch,373,raf_s,0.00219
branch,241,raf_s,0.00173
branch,362,raf_s,0.00207
branch,294,raf_s,0.00448
branch,161,raf_s,0.00203
branch,205,raf_s,0.00644
branch,352,raf_s,0.00418
branch,271,raf_s,0.00062
branch,332,raf_s,0.00064
branch,265,raf_s,0.00102
branch,201,raf_s,0.00508
branch,98,raf_s,0.00095
branch,82,raf_s,0.00224
branch,313,raf_s,0.00092
branch,62,raf_s,0.00229
branch,152,raf_s,0.00146
branch,56,raf_s,0.00033
branch,335,raf_s,0.00161
branch,301,raf_s,0.02823
branch,47,raf_s,0.00922
branch,133,raf_s,0.00117
branch,189,raf_s,0.24318
branch,395,raf_s,0.00361
branch,230,raf_s,0.00051
branch,149,raf_s,0.00056
branch,71,raf_s,0.0013
branch,337,raf_s,0.0167
branch,185,raf_s,1.95607
branch,128,raf_s,0.00151
branch,284,raf_s,0.00096
branch,143,raf_s,0.00086
branch,317,raf_s,0.02826
branch,113,raf_s,0.00364
branch,96,raf_s,0.00204
branch,90,raf_s,0.00284
branch,194,raf_s,0.0014
branch,386,raf_s,0.00428
branch,232,raf_s,0.00046
branch,296,raf_s,0.0033
branch,398,raf_s,0.00321
branch,210,raf_s,0.00259
branch,112,vadf_su,0.73393
branch,178,vadf_su,0.01617
branch,175,vadf_su,0.09493
branch,307,vadf_su,0.59031
branch,186,vadf_su,0.05943
branch,184,vadf_su,0.04304
branch,185,vadf_sl,0.02032
