component_type,component_id,slack_variable_name,slack_variable_value
branch,60,raf_s,3.0e-5
branch,124,raf_s,9.0e-5
branch,57,raf_s,5.0e-5
branch,220,raf_s,9.0e-5
branch,46,raf_s,7.0e-5
branch,16,raf_s,0.00017
branch,120,raf_s,5.0e-5
branch,24,raf_s,0.00023
branch,160,raf_s,2.0e-5
branch,192,raf_s,0.00016
branch,74,raf_s,3.0e-5
branch,91,raf_s,9.0e-5
branch,63,raf_s,5.0e-5
branch,240,raf_s,2.0e-5
branch,150,raf_s,8.0e-5
branch,42,raf_s,8.81621
branch,19,raf_s,6.0e-5
branch,157,raf_s,2.0e-5
branch,6,raf_s,2.0e-5
branch,54,raf_s,3.0e-5
branch,187,raf_s,0.00016
branch,102,raf_s,5.0e-5
branch,263,raf_s,5.0e-5
branch,217,raf_s,0.00016
branch,135,raf_s,9.0e-5
branch,68,raf_s,4.0e-5
branch,206,raf_s,4.0e-5
branch,209,raf_s,0.00013
branch,169,raf_s,8.0e-5
branch,252,raf_s,4.0e-5
branch,146,raf_s,5.0e-5
branch,247,raf_s,5.0e-5
branch,193,raf_s,7.0e-5
branch,8,raf_s,0.0001
branch,182,raf_s,0.00012
branch,108,raf_s,0.00015
branch,202,raf_s,0.00012
branch,11,raf_s,0.00019
branch,234,raf_s,0.0001
branch,244,raf_s,7.0e-5
branch,203,raf_s,6.0e-5
branch,183,raf_s,5.0e-5
branch,27,raf_s,4.0e-5
branch,249,raf_s,0.0002
branch,159,raf_s,2.0e-5
branch,132,raf_s,0.00016
branch,131,raf_s,5.0e-5
branch,178,raf_s,0.00013
branch,243,raf_s,5.0e-5
branch,134,raf_s,9.0e-5
branch,248,raf_s,2.0e-5
branch,207,raf_s,6.0e-5
branch,26,raf_s,0.00012
branch,236,raf_s,0.00013
branch,153,raf_s,8.0e-5
branch,227,raf_s,0.00019
branch,52,raf_s,3.0e-5
branch,255,raf_s,4.0e-5
branch,163,raf_s,0.00012
branch,172,raf_s,8.0e-5
branch,50,raf_s,5.0e-5
branch,121,raf_s,0.0003
branch,85,raf_s,9.0e-5
branch,25,raf_s,0.00012
branch,110,raf_s,3.0e-5
branch,166,raf_s,6.0e-5
branch,99,raf_s,3.0e-5
branch,164,raf_s,6.0e-5
branch,211,raf_s,2.0e-5
branch,75,raf_s,3.0e-5
branch,190,raf_s,0.00017
branch,137,raf_s,9.0e-5
branch,196,raf_s,0.00012
branch,36,raf_s,7.0e-5
branch,214,raf_s,8.0e-5
branch,233,raf_s,0.0001
branch,67,raf_s,9.0e-5
branch,105,raf_s,3.87341
branch,65,raf_s,3.0e-5
branch,39,raf_s,12.79281
branch,1,raf_s,8.0e-5
branch,77,raf_s,3.0e-5
branch,148,raf_s,0.00014
branch,179,raf_s,0.00012
branch,262,raf_s,5.0e-5
branch,235,raf_s,0.0001
branch,180,raf_s,0.00013
branch,238,raf_s,0.00014
branch,225,raf_s,0.00022
branch,61,raf_s,3.0e-5
branch,29,raf_s,0.00019
branch,145,raf_s,0.0002
branch,147,raf_s,9.0e-5
branch,33,raf_s,2.0e-5
branch,40,raf_s,3.38558
branch,107,raf_s,0.0001
branch,95,raf_s,4.0e-5
branch,208,raf_s,2.0e-5
branch,219,raf_s,4.0e-5
branch,191,raf_s,0.00011
branch,177,raf_s,0.00012
branch,76,raf_s,3.0e-5
branch,64,raf_s,5.0e-5
branch,101,raf_s,5.0e-5
branch,123,raf_s,6.0e-5
branch,228,raf_s,0.00012
branch,109,raf_s,0.00011
branch,45,raf_s,7.0e-5
branch,218,raf_s,0.00016
branch,138,raf_s,0.00016
branch,28,raf_s,4.0e-5
branch,165,raf_s,6.0e-5
branch,5,raf_s,8.0e-5
branch,53,raf_s,3.0e-5
branch,114,raf_s,0.0002
branch,125,raf_s,5.0e-5
branch,37,raf_s,3.0e-5
branch,84,raf_s,9.0e-5
branch,186,raf_s,0.00012
branch,86,raf_s,2.0e-5
branch,144,raf_s,0.00011
branch,151,raf_s,9.0e-5
branch,89,raf_s,4.0e-5
branch,261,raf_s,5.0e-5
branch,258,raf_s,5.0e-5
branch,200,raf_s,0.00011
branch,48,raf_s,0.00021
branch,213,raf_s,5.0e-5
branch,156,raf_s,2.0e-5
branch,195,raf_s,0.00026
branch,92,raf_s,4.0e-5
branch,184,raf_s,7.0e-5
branch,254,raf_s,4.0e-5
branch,242,raf_s,6.0e-5
branch,223,raf_s,3.0e-5
branch,34,raf_s,3.0e-5
branch,241,raf_s,3.0e-5
branch,15,raf_s,3.0e-5
branch,161,raf_s,2.0e-5
branch,205,raf_s,5.0e-5
branch,201,raf_s,6.0e-5
branch,98,raf_s,4.0e-5
branch,22,raf_s,7.0e-5
branch,130,raf_s,2.0e-5
branch,62,raf_s,0.00022
branch,152,raf_s,9.0e-5
branch,56,raf_s,3.0e-5
branch,47,raf_s,0.00021
branch,133,raf_s,9.0e-5
branch,189,raf_s,0.00017
branch,230,raf_s,4.0e-5
branch,149,raf_s,9.0e-5
branch,185,raf_s,0.00012
branch,128,raf_s,0.00014
branch,143,raf_s,0.03294
branch,90,raf_s,9.0e-5
branch,2,raf_s,7.0e-5
branch,194,raf_s,9.0e-5
branch,232,raf_s,0.00013
branch,210,raf_s,4.0e-5
branch,105,vadf_su,0.08425
branch,39,vadf_su,0.69554
