component_type,component_id,slack_variable_name,slack_variable_value
gen,28,pmax_slack,0.00085
gen,5,pmax_slack,0.00083
gen,53,pmin_slack,0.00072
gen,53,pmax_slack,0.04418
gen,114,pmax_slack,0.00043
gen,125,pmax_slack,2.0e-5
gen,116,pmax_slack,0.00095
gen,37,pmax_slack,1.02086
gen,84,pmax_slack,0.00198
gen,86,pmax_slack,0.00767
gen,89,pmax_slack,0.00324
gen,115,pmax_slack,0.01255
gen,48,pmax_slack,0.48924
gen,23,pmax_slack,0.00036
gen,83,pmax_slack,0.00037
gen,92,pmax_slack,0.00011
gen,66,pmax_slack,0.00019
gen,34,pmax_slack,0.00076
gen,15,pmax_slack,0.06076
gen,98,pmax_slack,0.00034
gen,82,pmax_slack,0.00031
gen,22,pmax_slack,0.00037
gen,130,pmax_slack,0.00062
gen,62,pmax_slack,0.00198
gen,56,pmax_slack,0.05946
gen,47,pmax_slack,0.00104
gen,133,pmax_slack,0.00586
gen,71,pmax_slack,0.13809
gen,128,pmax_slack,0.00055
gen,143,pmax_slack,12.61196
gen,113,pmax_slack,0.00024
gen,96,pmax_slack,3.0e-5
gen,90,pmax_slack,0.00069
gen,2,pmax_slack,0.00073
branch,32,raf_s,0.00065
branch,283,raf_s,0.21355
branch,127,raf_s,0.00147
branch,394,raf_s,0.00108
branch,20,raf_s,0.0002
branch,269,raf_s,0.00026
branch,345,raf_s,0.00164
branch,212,raf_s,7.0e-5
branch,267,raf_s,0.02198
branch,59,raf_s,0.38968
branch,323,raf_s,0.18074
branch,322,raf_s,0.00054
branch,176,raf_s,0.0009
branch,97,raf_s,0.00462
branch,79,raf_s,0.0005
branch,188,raf_s,0.13175
branch,372,raf_s,0.00108
branch,429,raf_s,0.03728
branch,327,raf_s,0.02252
branch,181,raf_s,0.00199
branch,168,raf_s,0.00065
branch,229,raf_s,0.00133
branch,198,raf_s,0.00409
branch,17,raf_s,0.00088
branch,251,raf_s,0.01392
branch,129,raf_s,0.00147
branch,330,raf_s,0.00171
branch,357,raf_s,0.00137
branch,293,raf_s,0.17212
branch,279,raf_s,0.00028
branch,250,raf_s,0.49044
branch,260,raf_s,0.00025
branch,126,raf_s,0.00147
branch,204,raf_s,0.00065
branch,388,raf_s,0.00104
branch,435,raf_s,0.03728
branch,49,raf_s,0.00223
branch,325,raf_s,0.00168
branch,139,raf_s,0.00147
branch,72,raf_s,0.00075
branch,78,raf_s,0.00056
branch,392,raf_s,0.00104
branch,430,raf_s,0.03731
branch,167,raf_s,0.00065
branch,257,raf_s,0.00149
branch,285,raf_s,5.21479
branch,259,raf_s,0.00091
branch,338,raf_s,0.00136
branch,237,raf_s,0.00078
branch,344,raf_s,0.00164
branch,314,raf_s,0.0137
branch,220,raf_s,0.00065
branch,16,raf_s,9.53569
branch,24,raf_s,0.00063
branch,383,raf_s,0.00261
branch,74,raf_s,0.00077
branch,389,raf_s,0.00063
branch,353,raf_s,0.00136
branch,150,raf_s,0.00147
branch,19,raf_s,0.00075
branch,157,raf_s,0.00065
branch,6,raf_s,0.00043
branch,54,raf_s,0.00027
branch,187,raf_s,0.14177
branch,318,raf_s,0.00048
branch,217,raf_s,0.00065
branch,361,raf_s,0.00108
branch,170,raf_s,0.00065
branch,209,raf_s,0.00028
branch,146,raf_s,0.00249
branch,8,raf_s,0.0017
branch,171,raf_s,0.00065
branch,182,raf_s,0.00201
branch,328,raf_s,0.02252
branch,30,raf_s,0.00072
branch,306,raf_s,0.00677
branch,244,raf_s,0.00094
branch,203,raf_s,0.00065
branch,183,raf_s,0.00127
branch,27,raf_s,0.40785
branch,249,raf_s,0.00229
branch,159,raf_s,0.00065
branch,320,raf_s,0.00045
branch,131,raf_s,0.00065
branch,336,raf_s,4.71582
branch,287,raf_s,0.00026
branch,270,raf_s,0.00099
branch,308,raf_s,0.92197
branch,350,raf_s,0.00373
branch,207,raf_s,0.0002
branch,175,raf_s,0.0009
branch,382,raf_s,0.00187
branch,153,raf_s,0.00065
branch,106,raf_s,0.0019
branch,255,raf_s,0.00149
branch,172,raf_s,0.00065
branch,73,raf_s,0.33923
branch,50,raf_s,0.00071
branch,121,raf_s,0.00147
branch,390,raf_s,0.00063
branch,307,raf_s,0.82489
branch,25,raf_s,0.00134
branch,110,raf_s,0.00147
branch,41,raf_s,0.00146
branch,44,raf_s,0.00061
branch,196,raf_s,0.00531
branch,387,raf_s,0.00102
branch,233,raf_s,0.00181
branch,413,raf_s,0.03725
branch,416,raf_s,0.0373
branch,366,raf_s,0.00108
branch,105,raf_s,0.0015
branch,65,raf_s,0.00065
branch,309,raf_s,0.00665
branch,365,raf_s,0.00108
branch,375,raf_s,0.00063
branch,38,raf_s,0.0025
branch,148,raf_s,0.00147
branch,179,raf_s,0.00188
branch,319,raf_s,0.00049
branch,180,raf_s,0.00201
branch,238,raf_s,0.00254
branch,225,raf_s,0.27148
branch,61,raf_s,0.00065
branch,147,raf_s,0.00147
branch,33,raf_s,0.00065
branch,107,raf_s,0.00157
branch,219,raf_s,2.10999
branch,384,raf_s,0.00102
branch,191,raf_s,0.0227
branch,118,raf_s,0.00065
branch,228,raf_s,0.00125
branch,341,raf_s,0.00364
branch,10,raf_s,0.00089
branch,380,raf_s,0.00844
branch,45,raf_s,0.0041
branch,275,raf_s,2.95133
branch,18,raf_s,0.00028
branch,165,raf_s,0.00065
branch,53,raf_s,0.59611
branch,116,raf_s,0.00147
branch,37,raf_s,0.00249
branch,84,raf_s,0.00054
branch,186,raf_s,0.04106
branch,86,raf_s,0.0006
branch,89,raf_s,0.00118
branch,261,raf_s,0.0009
branch,258,raf_s,0.00091
branch,200,raf_s,0.38243
branch,48,raf_s,0.00201
branch,326,raf_s,1.45532
branch,23,raf_s,0.00194
branch,213,raf_s,0.00021
branch,184,raf_s,0.00065
branch,373,raf_s,0.01447
branch,34,raf_s,0.00065
branch,241,raf_s,0.00415
branch,362,raf_s,0.00108
branch,15,raf_s,0.116
branch,161,raf_s,0.02129
branch,205,raf_s,0.5684
branch,352,raf_s,0.00136
branch,271,raf_s,0.00802
branch,201,raf_s,2.14665
branch,22,raf_s,0.00194
branch,313,raf_s,0.00109
branch,62,raf_s,0.29636
branch,152,raf_s,0.00065
branch,56,raf_s,0.00032
branch,149,raf_s,0.00147
branch,185,raf_s,0.00065
branch,143,raf_s,0.00065
branch,317,raf_s,0.04691
branch,113,raf_s,0.00147
branch,96,raf_s,0.00462
branch,90,raf_s,0.00118
branch,194,raf_s,0.00033
branch,386,raf_s,0.00102
branch,296,raf_s,0.26492
branch,112,raf_s,0.00147
branch,43,raf_s,0.00068
branch,80,raf_s,0.0004
branch,111,raf_s,0.00147
branch,224,raf_s,0.27148
branch,3,raf_s,0.00351
branch,231,raf_s,0.00079
branch,35,raf_s,0.00065
branch,253,raf_s,0.00094
branch,374,raf_s,0.00063
branch,379,raf_s,0.00254
branch,216,raf_s,0.00065
branch,4,raf_s,0.00094
branch,197,raf_s,0.00409
branch,289,raf_s,0.0002
branch,359,raf_s,0.00063
branch,87,raf_s,0.00043
branch,329,raf_s,1.33501
branch,162,raf_s,0.00407
branch,331,raf_s,0.00171
branch,174,raf_s,0.00097
branch,103,raf_s,0.00177
branch,276,raf_s,0.00099
branch,81,raf_s,0.00055
branch,88,raf_s,0.00429
branch,140,raf_s,0.00147
branch,282,raf_s,0.21355
branch,264,raf_s,0.00229
branch,136,raf_s,0.00147
branch,100,raf_s,0.0051
branch,51,raf_s,0.00158
branch,58,raf_s,0.00048
branch,305,raf_s,0.00677
branch,142,raf_s,0.00065
branch,14,raf_s,9.53569
branch,154,raf_s,0.00065
branch,9,raf_s,0.00089
branch,300,raf_s,0.12636
branch,245,raf_s,0.00229
branch,363,raf_s,0.00063
branch,239,raf_s,0.00148
branch,222,raf_s,0.00065
branch,221,raf_s,0.00012
branch,122,raf_s,0.00147
branch,119,raf_s,0.00147
branch,310,raf_s,0.00591
branch,117,raf_s,0.00147
branch,60,raf_s,0.00065
branch,124,raf_s,0.00065
branch,57,raf_s,0.00032
branch,46,raf_s,0.00202
branch,342,raf_s,0.00364
branch,334,raf_s,0.00129
branch,104,raf_s,0.0015
branch,120,raf_s,0.00147
branch,160,raf_s,0.00065
branch,192,raf_s,0.00532
branch,369,raf_s,0.00108
branch,63,raf_s,0.34628
branch,240,raf_s,0.00148
branch,434,raf_s,0.0373
branch,42,raf_s,0.00456
branch,102,raf_s,0.00177
branch,370,raf_s,0.00108
branch,263,raf_s,0.00228
branch,303,raf_s,0.00458
branch,364,raf_s,0.00063
branch,135,raf_s,0.00065
branch,206,raf_s,0.00019
branch,169,raf_s,0.00065
branch,252,raf_s,0.01571
branch,31,raf_s,0.00065
branch,348,raf_s,0.00373
branch,21,raf_s,0.63204
branch,193,raf_s,0.00181
branch,376,raf_s,0.00063
branch,215,raf_s,0.21503
branch,202,raf_s,0.00065
branch,343,raf_s,0.00375
branch,11,raf_s,0.00346
branch,277,raf_s,0.00081
branch,234,raf_s,0.0007
branch,274,raf_s,18.88627
branch,304,raf_s,0.00591
branch,132,raf_s,0.00065
branch,385,raf_s,0.00103
branch,178,raf_s,0.00095
branch,243,raf_s,0.00081
branch,278,raf_s,0.00408
branch,433,raf_s,0.03733
branch,360,raf_s,0.00108
branch,155,raf_s,0.00065
branch,134,raf_s,0.00147
branch,70,raf_s,0.00101
branch,26,raf_s,0.00027
branch,236,raf_s,0.00078
branch,227,raf_s,0.00136
branch,266,raf_s,0.02198
branch,52,raf_s,0.00158
branch,246,raf_s,0.00057
branch,163,raf_s,0.00065
branch,281,raf_s,0.00405
branch,346,raf_s,0.00164
branch,431,raf_s,0.03729
branch,299,raf_s,0.29226
branch,85,raf_s,0.00051
branch,391,raf_s,0.00104
branch,173,raf_s,0.00065
branch,280,raf_s,0.00405
branch,324,raf_s,0.00408
branch,166,raf_s,0.00065
branch,99,raf_s,0.00167
branch,321,raf_s,0.00055
branch,164,raf_s,0.00065
branch,12,raf_s,0.0007
branch,211,raf_s,0.00028
branch,351,raf_s,0.00136
branch,75,raf_s,0.00077
branch,312,raf_s,0.00591
branch,190,raf_s,0.00052
branch,137,raf_s,0.00065
branch,36,raf_s,0.00207
branch,214,raf_s,0.00021
branch,13,raf_s,0.00136
branch,67,raf_s,0.00113
branch,7,raf_s,0.07329
branch,39,raf_s,0.00167
branch,315,raf_s,0.0137
branch,199,raf_s,0.00065
branch,1,raf_s,0.01469
branch,77,raf_s,0.00024
branch,371,raf_s,0.0015
branch,268,raf_s,0.00083
branch,262,raf_s,0.00228
branch,295,raf_s,0.05342
branch,235,raf_s,0.00133
branch,29,raf_s,0.00027
branch,145,raf_s,0.00145
branch,40,raf_s,0.00167
branch,95,raf_s,0.00462
branch,208,raf_s,0.00017
branch,354,raf_s,0.00081
branch,177,raf_s,0.00117
branch,76,raf_s,0.00024
branch,302,raf_s,0.0002
branch,64,raf_s,0.00065
branch,101,raf_s,0.00319
branch,158,raf_s,0.00065
branch,123,raf_s,0.00065
branch,378,raf_s,0.00158
branch,367,raf_s,0.00158
branch,316,raf_s,1.40219
branch,297,raf_s,0.26492
branch,311,raf_s,0.00665
branch,291,raf_s,0.17212
branch,141,raf_s,0.00065
branch,218,raf_s,0.50139
branch,138,raf_s,0.00065
branch,28,raf_s,1.54977
branch,5,raf_s,0.00094
branch,358,raf_s,0.00136
branch,298,raf_s,0.29226
branch,290,raf_s,0.0002
branch,114,raf_s,0.00147
branch,125,raf_s,0.00147
branch,272,raf_s,8.67152
branch,368,raf_s,0.00108
branch,144,raf_s,0.00065
branch,151,raf_s,0.00147
branch,115,raf_s,0.00147
branch,288,raf_s,0.00075
branch,156,raf_s,0.00065
branch,286,raf_s,0.00132
branch,349,raf_s,0.00373
branch,195,raf_s,0.00152
branch,83,raf_s,0.00349
branch,242,raf_s,0.0042
branch,66,raf_s,0.00133
branch,223,raf_s,0.00065
branch,294,raf_s,0.05342
branch,265,raf_s,0.00229
branch,98,raf_s,0.00167
branch,82,raf_s,0.00259
branch,130,raf_s,0.00147
branch,381,raf_s,0.00186
branch,335,raf_s,0.00129
branch,301,raf_s,0.13444
branch,47,raf_s,0.00201
branch,133,raf_s,0.00147
branch,189,raf_s,0.00144
branch,395,raf_s,0.00108
branch,230,raf_s,0.00145
branch,71,raf_s,0.001
branch,128,raf_s,0.00065
branch,284,raf_s,5.2148
branch,2,raf_s,0.0002
branch,210,raf_s,0.00029
branch,285,vadf_sl,0.30447
branch,274,vadf_sl,0.03276
branch,284,vadf_sl,0.30447
