component_type,component_id,slack_variable_name,slack_variable_value
branch,214,raf_s,0.00011
branch,233,raf_s,0.00099
branch,13,raf_s,1.66055
branch,67,raf_s,5.0e-5
branch,226,raf_s,0.00013
branch,105,raf_s,0.00062
branch,7,raf_s,0.00061
branch,65,raf_s,5.0e-5
branch,39,raf_s,5.0e-5
branch,199,raf_s,0.0003
branch,1,raf_s,1.87222
branch,77,raf_s,0.00017
branch,268,raf_s,0.00028
branch,38,raf_s,9.0e-5
branch,148,raf_s,0.0002
branch,179,raf_s,0.00018
branch,262,raf_s,8.0e-5
branch,235,raf_s,0.00027
branch,180,raf_s,0.0005
branch,238,raf_s,0.00072
branch,225,raf_s,0.00017
branch,61,raf_s,0.00023
branch,29,raf_s,0.00037
branch,145,raf_s,0.00028
branch,147,raf_s,0.28598
branch,33,raf_s,0.00016
branch,40,raf_s,2.0e-5
branch,107,raf_s,0.00021
branch,95,raf_s,0.00018
branch,208,raf_s,0.28507
branch,219,raf_s,0.00067
branch,191,raf_s,0.00022
branch,177,raf_s,15.85054
branch,76,raf_s,0.00021
branch,64,raf_s,0.00012
branch,101,raf_s,0.00022
branch,118,raf_s,0.00022
branch,158,raf_s,0.00051
branch,123,raf_s,0.00018
branch,228,raf_s,0.00072
branch,10,raf_s,2.0e-5
branch,109,raf_s,0.00021
branch,45,raf_s,0.00025
branch,275,raf_s,7.0e-5
branch,141,raf_s,0.0002
branch,218,raf_s,0.0287
branch,18,raf_s,0.0007
branch,138,raf_s,0.00022
branch,28,raf_s,0.00068
branch,165,raf_s,0.00018
branch,5,raf_s,26.73338
branch,53,raf_s,6.0e-5
branch,114,raf_s,0.00017
branch,125,raf_s,0.00043
branch,116,raf_s,0.00018
branch,37,raf_s,0.00033
branch,272,raf_s,0.0001
branch,84,raf_s,0.00023
branch,186,raf_s,0.41739
branch,86,raf_s,0.00011
branch,144,raf_s,0.00018
branch,151,raf_s,0.0016
branch,89,raf_s,3.0e-5
branch,261,raf_s,5.0e-5
branch,115,raf_s,0.24293
branch,258,raf_s,9.0e-5
branch,200,raf_s,0.72812
branch,48,raf_s,0.00036
branch,23,raf_s,0.2763
branch,213,raf_s,0.70878
branch,156,raf_s,0.0001
branch,195,raf_s,11.39166
branch,83,raf_s,0.00125
branch,92,raf_s,0.0002
branch,184,raf_s,0.00026
branch,254,raf_s,0.00016
branch,242,raf_s,4.0e-5
branch,66,raf_s,8.0e-5
branch,223,raf_s,0.0039
branch,34,raf_s,0.00024
branch,241,raf_s,1.28426
branch,15,raf_s,0.0005
branch,161,raf_s,0.0005
branch,205,raf_s,7.0e-5
branch,271,raf_s,0.00025
branch,201,raf_s,1.02442
branch,98,raf_s,0.00019
branch,82,raf_s,0.70498
branch,22,raf_s,0.15733
branch,130,raf_s,0.00014
branch,62,raf_s,2.0e-5
branch,152,raf_s,0.00012
branch,56,raf_s,4.0e-5
branch,47,raf_s,2.0e-5
branch,133,raf_s,0.0002
branch,189,raf_s,7.0e-5
branch,230,raf_s,0.00029
branch,149,raf_s,0.00977
branch,71,raf_s,0.00022
branch,185,raf_s,0.00013
branch,128,raf_s,0.01077
branch,284,raf_s,0.00021
branch,143,raf_s,0.00022
branch,113,raf_s,0.00017
branch,96,raf_s,0.00022
branch,90,raf_s,0.0002
branch,2,raf_s,0.54578
branch,194,raf_s,0.0002
branch,232,raf_s,0.00027
branch,210,raf_s,7.0e-5
branch,220,vadf_su,0.00184
branch,31,vadf_sl,0.01614
branch,30,vadf_sl,0.00984
branch,243,vadf_sl,0.01882
branch,201,vadf_su,0.00015
branch,22,vadf_su,0.00525
